codeset_id,concept_id,isExcluded,includeDescendants,includeMapped,item_id,annotation,created_by,created_at,codeSystem,code
531138796,,False,True,False,6736b356-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,170632009
80408312,,False,True,False,6736b450-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,170633004
914793197,,False,True,False,6736b55e-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,170634005
115986597,,False,True,False,6736b644-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,170635006
98852510,,False,True,False,6736b720-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,170636007
157380905,,False,True,False,6736b7fc-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,170638008
4158723,,False,True,False,6736b8d8-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,170658009
796791891,,False,True,False,6736b9b4-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,1741000119102
242340162,,False,True,False,6736ba90-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,1751000119100
993146265,,False,True,False,6736bb8a-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,18041002
684001489,,False,True,False,6736bc8e-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,195949008
801779844,,False,True,False,6736bd6a-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,195967001
96786889,,False,True,False,6736be50-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,195977004
532919267,,False,True,False,6736bf22-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,19849005
701429022,,False,True,False,6736c008-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,225057002
159497907,,False,True,False,6736c0e4-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,233678006
544963899,,False,True,False,6736c1ca-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,233679003
303601394,,False,True,False,6736c2c4-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,233683003
13958590,,False,True,False,6736c3a0-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,233687002
35212195,,False,True,False,6736c47c-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,233688007
114978815,,False,True,False,6736c558-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,2360001000004109
210091332,,False,True,False,6736c634-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,266361008
478284340,,False,True,False,6736c71a-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,281239006
238916204,,False,True,False,6736c814-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,312453004
217685942,,False,True,False,6736c8f0-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,312454005
311830526,,False,True,False,6736c9cc-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,31387002
558013355,,False,True,False,6736caa8-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,34015007
421883694,,False,True,False,6736cb8e-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,370202007
198834040,,False,True,False,6736cc6a-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,370204008
434137683,,False,True,False,6736cd46-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,370205009
364913623,,False,True,False,6736ce90-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,370208006
647660296,,False,True,False,6736cf76-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,370218001
811363626,,False,True,False,6736d084-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,370219009
754989962,,False,True,False,6736d160-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,370220003
676525204,,False,True,False,6736d246-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,370221004
877567640,,False,True,False,6736d32c-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,370225008
72067445,,False,True,False,6736d412-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,370226009
906672095,,False,True,False,6736d50c-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,373899003
694604687,,False,True,False,6736d5e8-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,389145006
278206471,,False,True,False,6736d6ce-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,390798007
355576561,,False,True,False,6736d7b4-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,395022009
795255280,,False,True,False,6736d8ae-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,397579009
192643277,,False,True,False,6736d994-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,401000119107
98745185,,False,True,False,6736da98-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,404804003
250024690,,False,True,False,6736dcdc-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,404806001
412043993,,False,True,False,6736de80-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,404808000
797759593,,False,True,False,6736dfca-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,405944004
124031387,,False,True,False,6736e0c4-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,407674008
306000360,,False,True,False,6736e1aa-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,409663006
645694007,,False,True,False,6736e290-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,41553006
46012091,,False,True,False,6736e3a8-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,418395004
271255261,,False,True,False,6736e498-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,423889005
723004291,,False,True,False,6736e57e-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,424199006
167957076,,False,True,False,6736e650-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,424643009
790712236,,False,True,False,6736e736-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,425969006
106360791,,False,True,False,6736e812-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,426656000
389813939,,False,True,False,6736e90c-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,426979002
257082475,,False,True,False,6736e9e8-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,427295004
447756803,,False,True,False,6736eac4-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,427603009
680128523,,False,True,False,6736eba0-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,427679007
104480750,,False,True,False,6736ec7c-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,442025000
984928182,,False,True,False,6736ed58-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,445427006
52595264,,False,True,False,6736ee2a-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,5281000124103
515590657,,False,True,False,6736ef2e-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,55570000
561997596,,False,True,False,6736f00a-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,56968009
902554234,,False,True,False,6736f0e6-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,57607007
117957087,,False,True,False,6736f1c2-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,59786004
756746303,,False,True,False,6736f2a8-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,63088003
479323166,,False,True,False,6736f38e-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,641000119106
83105407,,False,True,False,6736f46a-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,703953004
723038436,,False,True,False,6736f546-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,703954005
404006125,,False,True,False,6736f636-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,707444001
451062317,,False,True,False,6736f71c-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,707445000
414302205,,False,True,False,6736f7f8-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,707446004
854235538,,False,True,False,6736fd3e-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,707447008
557882358,,False,True,False,6736fe4c-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,707511009
678504878,,False,True,False,6736ff32-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,707512002
630340396,,False,True,False,67370004-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,707513007
761571707,,False,True,False,67370108-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,707979007
520528308,,False,True,False,673701ee-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,707980005
802852125,,False,True,False,673702ca-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,707981009
714180901,,False,True,False,673703a6-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,708090002
582566376,,False,True,False,67370482-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,708093000
490777284,,False,True,False,67370572-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,708094006
511789743,,False,True,False,6737064e-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,708095007
848098802,,False,True,False,67370752-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,708096008
297580316,,False,True,False,6737082e-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,72301000119103
382734868,,False,True,False,67370914-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,733858005
702723818,,False,True,False,673709f0-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,734904007
787581547,,False,True,False,67370acc-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,734905008
154124909,,False,True,False,67370ba8-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,735588005
824057745,,False,True,False,67370c7a-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,735589002
358660107,,False,True,False,67370d7e-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,762521001
666478176,,False,True,False,67370e5a-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,782513000
191897661,,False,True,False,67370f36-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,782520007
198180456,,False,True,False,67371012-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,782559003
699881919,,False,True,False,673710ee-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,786836003
190394860,,False,True,False,673711c0-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,829976001
59242269,,False,True,False,673712a6-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,901000119100
262558589,,False,True,False,67371378-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,92807009
725113851,,False,True,False,67371472-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,93432008
197111307,,False,True,False,6737154e-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,99031000119107
41050933,,False,True,False,6737162a-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45
28058609,,False,True,False,67371706-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45.2
581394402,,False,True,False,673717d8-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45.20
936158992,,False,True,False,673718b4-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45.21
693937144,,False,True,False,67371990-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45.22
420767072,,False,True,False,67371a8a-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45.3
96713838,,False,True,False,67371b66-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45.30
429776068,,False,True,False,67371c42-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45.31
504407001,,False,True,False,67371d1e-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45.32
319683504,,False,True,False,67371dfa-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45.4
433767691,,False,True,False,67371ecc-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45.40
600641821,,False,True,False,67371fc6-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45.41
757409602,,False,True,False,673720c0-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45.42
175538322,,False,True,False,673721a6-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45.5
880388450,,False,True,False,67372278-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45.50
974291523,,False,True,False,6737235e-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45.51
837392683,,False,True,False,6737243a-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45.52
926951094,,False,True,False,67372516-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45.9
492314871,,False,True,False,673725f2-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45.90
974238765,,False,True,False,67372700-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45.901
24640110,,False,True,False,673727e6-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45.902
546341308,,False,True,False,673728c2-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45.909
811064682,,False,True,False,6737299e-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45.99
600462913,,False,True,False,67372a98-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45.991
713487393,,False,True,False,67372b74-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J45.998
621199455,,False,True,False,67372c50-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J82.83
994125386,,False,True,False,67372d54-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J47
845340814,,False,True,False,67372e30-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J47.0
3048956,,False,True,False,67372f0c-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J47.1
706205827,,False,True,False,67372ff2-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,J47.9
748972471,,False,True,False,673730ce-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,ICD10CM,Q33.4
537938065,,False,True,False,673731b4-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,12295008
499966586,,False,True,False,67373290-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,12310001
445167118,,False,True,False,67373380-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,13217005
977759687,,False,True,False,67373466-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,19325002
80725099,,False,True,False,67373542-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,195984007
384264568,,False,True,False,6737361e-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,195985008
419134226,,False,True,False,673736f0-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,23022004
865542156,,False,True,False,673737cc-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,233627004
969202896,,False,True,False,673738a8-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,233628009
610368191,,False,True,False,673739a2-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,233629001
194885793,,False,True,False,67373a7e-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,233630006
186389257,,False,True,False,67373b50-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,233631005
857762904,,False,True,False,67373c2c-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,233632003
938531285,,False,True,False,67373d08-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,233633008
514208587,,False,True,False,67373de4-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,233634002
583931520,,False,True,False,67373eb6-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,42402006
1439757,,False,True,False,67373fb0-73ce-11ec-a9e7-aa665a380034,Generated from VSAC export,DI&H Bulk Import,,SNOMEDCT,445378003
