codeset_id,concept_set_name,concept_set_version_title,project,source_application,source_application_version,created_at,atlas_json,is_most_recent_version,version,comments,intention,limitations,issues,update_message,status,has_review,reviewed_by,created_by,provenance,atlas_json_resource_url,parent_version_id,is_draft
338391905,Asthma,Asthma (v1),RP-4A9E,EXTERNAL VSAC,,2022-01-12T21:20:24.154Z,,True,1,Exported from VSAC and bulk imported to N3C.,"Clinical Focus: Asthma conditions which suggest applicability of NHLBI NAEPP EPR3 Guidelines for the Diagnosis and Management of Asthma (2007) and the 2020 Focused Updates to the Asthma Management Guidelines; Data Element Scope: FHIR Condition.code; Inclusion Criteria: SNOMEDCT concepts in ""Asthma SCT"" and ICD10CM concepts in ""Asthma ICD10CM"" valuesets.",Exclusion Criteria: none,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: National Heart, Lung and Blood Institute Implementation Science and Health Care Innovation Program; OID: 2.16.840.1.113762.1.4.1196.475; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-01-12 16:20:24",,,True
356963629,Bronchiectasis Disorder ICD10CM,Bronchiectasis Disorder ICD10CM (v1),RP-4A9E,EXTERNAL VSAC,,2022-01-12T21:20:24.154Z,,True,1,Exported from VSAC and bulk imported to N3C.,"Clinical Focus: Bronchiectasis; Data Element Scope: Bronchiectasis disorders that may require medical equipment such as oxygen therapy, as defined by U.S. Centers for Medicare and Medicaid.; Inclusion Criteria: Bronchiectasis, acquired and congenital, tuberculosis bronchiectasis",Exclusion Criteria: Tuberculosis not related related to bronchiectasis,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,Steward: CMS Documentation Requirement Lookup Service; OID: 2.16.840.1.113762.1.4.1219.2; Code System(s): ICD10CM; Definition Type: Intensional; Definition Version: Latest; Accessed: 2022-01-12 16:20:24,,,True
102076542,Bronchiectasis Disorder SNOMED,Bronchiectasis Disorder SNOMED (v1),RP-4A9E,EXTERNAL VSAC,,2022-01-12T21:20:24.154Z,,True,1,Exported from VSAC and bulk imported to N3C.,"Clinical Focus: Bronchiectasis; Data Element Scope: Bronchiectasis disorders that may require medical equipment such as oxygen therapy, as defined by U.S. Centers for Medicare and Medicaid.; Inclusion Criteria: Bronchiectasis, acquired and congenital, tuberculosis bronchiectasis",Exclusion Criteria: Tuberculosis not related related to bronchiectasis,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,Steward: CMS Documentation Requirement Lookup Service; OID: 2.16.840.1.113762.1.4.1219.1; Code System(s): SNOMEDCT; Definition Type: Intensional; Definition Version: Latest; Accessed: 2022-01-12 16:20:24,,,True
191562640,Comorbid Conditions for Respiratory Conditions,Comorbid Conditions for Respiratory Conditions (v1),RP-4A9E,EXTERNAL VSAC,,2022-01-12T21:20:24.155Z,,True,1,Exported from VSAC and bulk imported to N3C.,"Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of immunocompromising and chronic respiratory conditions, which increase susceptibility of contracting an acute bacterial infection.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that represent a diagnosis of immunocompromising and chronic respiratory conditions, which increase susceptibility of contracting an acute bacterial infection.",Exclusion Criteria: Excludes concepts that represent a diagnosis that is not associated with increased susceptibility of contracting an acute bacterial infection.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: National Committee for Quality Assurance; OID: 2.16.840.1.113883.3.464.1003.102.12.1025; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-01-12 16:20:24",,,True
47251536,Cancer,Cancer (v1),RP-4A9E,EXTERNAL VSAC,,2022-01-12T21:20:24.159Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to represent concepts for diagnoses of cancer.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that represent a diagnosis of cancer.,Exclusion Criteria: Excludes concepts that describe in situ carcinoma.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: American Society of Clinical Oncology; OID: 2.16.840.1.113883.3.526.3.1010; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-01-12 16:20:24",,,True
714509904,Cerebrovascular Diseases,Cerebrovascular Diseases (v1),RP-4A9E,EXTERNAL VSAC,,2022-01-12T21:20:24.159Z,,True,1,Exported from VSAC and bulk imported to N3C.,"Clinical Focus: This set of values contains terms related to cerebrovascular diseases.; Data Element Scope: ; Inclusion Criteria: Includes acute (e.g., cerebrovascular accident) and chronic (e.g., Moyamoya disease) cerebrovascular diseases.","Exclusion Criteria: Excludes sequela or complications of cerebrovascular accident, intraoperative and postprocedural cerebrovascular accidents.",,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,Steward: Clinical Architecture; OID: 2.16.840.1.113883.3.3616.200.110.102.3213; Code System(s): ICD10CM; Definition Type: Extensional; Definition Version: Latest; Accessed: 2022-01-12 16:20:24,,,True
228448378,Chronic Kidney Disease All Stages (1 through 5),Chronic Kidney Disease All Stages (1 through 5) (v1),RP-4A9E,EXTERNAL VSAC,,2022-01-12T21:20:24.159Z,,True,1,Exported from VSAC and bulk imported to N3C.,"Clinical Focus: This set of values contains diagnosis terms representing All Stages (1 or 2 or 3 or 4 or 5) of chronic kidney disease.; Data Element Scope: The intent of this set of values is to identify patients who have a diagnosis of any stage of chronic kidney disease.; Inclusion Criteria: Includes all stages of chronic kidney disease diagnosis that represent impaired kidney function, significant impairment of kidney function, and end stage renal disease.",Exclusion Criteria: Codes not representative of Any Stages or non-stage specific classification of chronic kidney disease.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: HL7 Patient Care Work Group; OID: 2.16.840.1.113762.1.4.1222.159; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-01-12 16:20:24",,,True
162266954,Chronic Liver Disease,Chronic Liver Disease (v1),RP-4A9E,EXTERNAL VSAC,,2022-01-12T21:20:24.159Z,,True,1,Exported from VSAC and bulk imported to N3C.,"Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of chronic liver disease.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that represent a diagnosis of chronic liver disease or cirrhosis, liver abscess or sequelae of chronic liver disease and other disorders of the liver.",Exclusion Criteria: Excludes concepts that represent diagnoses for substance induced liver disease.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: National Committee for Quality Assurance; OID: 2.16.840.1.113883.3.464.1003.199.12.1035; Code System(s): SNOMEDCT,ICD9CM,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-01-12 16:20:24",,,True
198684477,Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease (v1),RP-4A9E,EXTERNAL VSAC,,2022-01-12T21:20:24.160Z,,True,1,Exported from VSAC and bulk imported to N3C.,"Clinical Focus: This value set identifies patients with a diagnosis of chronic obstructive pulmonary disorder (COPD).; Data Element Scope: This value set was intended to map to the QDM data type of diagnosis, but has the potential to be used in additional ways.; Inclusion Criteria: This value set includes acute COPD exacerbations, and end stage COPD. It also includes mild through severe COPD classifications.","Exclusion Criteria: This value set excludes concurrent infections. It also excludes diagnoses of bronchitis, bronchiolitis, and emphysema.",,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: National Committee for Quality Assurance; OID: 2.16.840.1.113883.3.464.1003.102.12.1007; Code System(s): SNOMEDCT,ICD9CM,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-01-12 16:20:24",,,True
290997301,Cystic Fibrosis,Cystic Fibrosis (v1),RP-4A9E,EXTERNAL VSAC,,2022-01-12T21:20:24.160Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: Under Development; Data Element Scope: Under Development; Inclusion Criteria: Under Development,Exclusion Criteria: Under Development,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: National Committee for Quality Assurance; OID: 2.16.840.1.113883.3.464.1003.102.12.1002; Code System(s): SNOMEDCT,ICD9CM,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-01-12 16:20:24",,,True
