codeset_id,concept_set_name,concept_set_version_title,project,source_application,source_application_version,created_at,atlas_json,is_most_recent_version,version,comments,intention,limitations,issues,update_message,status,has_review,reviewed_by,created_by,provenance,atlas_json_resource_url,parent_version_id,is_draft
226025888,[VSAC Bulk-Import test] Cirrhosis or other liver disease,[VSAC Bulk-Import test] Cirrhosis or other liver disease (v1),RP-4A9E,EXTERNAL VSAC,,2022-01-19T19:55:51.394Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: This set of values contains codes that identify patients with a diagnosis of cirrhosis or other liver disease.; Data Element Scope: This value set is developed for the diagnosis QDM datatype. It can potentially be used for other datatypes as well.; Inclusion Criteria: Include all diagnosis codes associated with cirrhosis or other liver disease.,Exclusion Criteria: Exlcude diagnosis codes for neonatal and juvenile liver diseases.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1029.63; Code System(s): SNOMEDCT,ICD9CM,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-01-19 14:55:51",,,True
701356867,[VSAC Bulk-Import test] Active Bleeding,[VSAC Bulk-Import test] Active Bleeding (v1),RP-4A9E,EXTERNAL VSAC,,2022-01-19T19:55:51.394Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: This value set contains concepts that represent post operative hemorrhaging.; Data Element Scope: This value set may use Quality Data Model (QDM) category related to the finding category or diagnosis code. The intent of this data element is to identify patients with post operative hemorrhaging.; Inclusion Criteria: Includes only relevant concepts associated with post operative hemorrhaging.,Exclusion Criteria: Concepts that do not indicate a post operative hemorrhage.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1029.211; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-01-19 14:55:51",,,True
495667506,[VSAC Bulk-Import test] Blood Transfusion,[VSAC Bulk-Import test] Blood Transfusion (v1),RP-4A9E,EXTERNAL VSAC,,2022-01-19T19:55:51.394Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to group procedures of blood transfusions.; Data Element Scope: This value set may use a model element related to procedure.; Inclusion Criteria: Includes concepts that represent procedures of a blood transfusion.,Exclusion Criteria: No exclusions.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1029.213; Code System(s): SNOMEDCT,ICD10PCS; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-01-19 14:55:51",,,True
551124895,[VSAC Bulk-Import test] Gestational Diabetes,[VSAC Bulk-Import test] Gestational Diabetes (v1),RP-4A9E,EXTERNAL VSAC,,2022-01-19T19:55:51.394Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to group diagnoses of gestational diabetes.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of gestational diabetes.,Exclusion Criteria: No exclusions.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1029.269; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-01-19 14:55:51",,,True
157993830,[VSAC Bulk-Import test] Bleeding Disorder,[VSAC Bulk-Import test] Bleeding Disorder (v1),RP-4A9E,EXTERNAL VSAC,,2022-01-19T19:55:51.395Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to group diagnoses of a bleeding disorders.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of a bleeding disorder.,Exclusion Criteria: No exclusions.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1029.287; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-01-19 14:55:51",,,True
948620549,[VSAC Bulk-Import test] Bariatric Surgery,[VSAC Bulk-Import test] Bariatric Surgery (v1),RP-4A9E,EXTERNAL VSAC,,2022-01-19T19:55:51.395Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to group diagnoses of bariatric surgery.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of a bariatric surgery.,Exclusion Criteria: No exclusions.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1029.317; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-01-19 14:55:51",,,True
241890746,[VSAC Bulk-Import test] Anemia,[VSAC Bulk-Import test] Anemia (v1),RP-4A9E,EXTERNAL VSAC,,2022-01-19T19:55:51.395Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to group diagnoses of anemia.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of an anemia.,Exclusion Criteria: No exclusions.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1029.323; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-01-19 14:55:51",,,True
207736743,[VSAC Bulk-Import test] Gastrointestinal Disease,[VSAC Bulk-Import test] Gastrointestinal Disease (v1),RP-4A9E,EXTERNAL VSAC,,2022-01-19T19:55:51.396Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to group diagnoses of gastrointestinal diseases.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of a gastrointestinal disease.,Exclusion Criteria: No exclusions.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1029.338; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-01-19 14:55:51",,,True
477075685,[VSAC Bulk-Import test] Long Term Anticoagulant Use,[VSAC Bulk-Import test] Long Term Anticoagulant Use (v1),RP-4A9E,EXTERNAL VSAC,,2022-01-19T19:55:51.396Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to group diagnoses for long term use of anticoagulants.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis for current long term use of anticoagulants.,Exclusion Criteria: Excludes concepts of a diagnosis of short term use or history of anticoagulants.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,"Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1029.366; Code System(s): SNOMEDCT,ICD10CM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-01-19 14:55:51",,,True
218898128,[VSAC Bulk-Import test] Antithrombotic Therapy_Antiplatelet,[VSAC Bulk-Import test] Antithrombotic Therapy_Antiplatelet (v1),RP-4A9E,EXTERNAL VSAC,,2022-01-19T19:55:51.396Z,,True,1,Exported from VSAC and bulk imported to N3C.,"Clinical Focus: The purpose of this value set is to represent concepts of medications that are antiplatelet medications used to reduce stroke mortality and morbidity.; Data Element Scope: This value set may use a model element related to Medication.; Inclusion Criteria: Includes concepts that represent a medication that is an antithrombotic medication, including oral, rectal, and injectable dose forms.",Exclusion Criteria: Excludes concepts that represent enoxaparin and heparin generally given for VTE prophylaxis.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1110.61; Code System(s): RXNORM; Definition Type: Extensional; Definition Version: Latest; Accessed: 2022-01-19 14:55:51,,,True
971860646,[VSAC Bulk-Import test] Antithrombotic Therapy,[VSAC Bulk-Import test] Antithrombotic Therapy (v1),RP-4A9E,EXTERNAL VSAC,,2022-01-19T19:55:51.396Z,,True,1,Exported from VSAC and bulk imported to N3C.,"Clinical Focus: The purpose of this value set is to represent concepts of medications that are anticoagulant and antiplatelet medications used to reduce stroke mortality and morbidity.; Data Element Scope: This value set may use a model element related to Medication.; Inclusion Criteria: Includes concepts that represent a medication that is an antithrombotic medication, including oral, rectal, and injectable dose forms.",Exclusion Criteria: Excludes concepts that represent enoxaparin and heparin generally given for VTE prophylaxis.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,Steward: The Joint Commission; OID: 2.16.840.1.113762.1.4.1110.62; Code System(s): RXNORM; Definition Type: Grouping; Definition Version: Latest; Accessed: 2022-01-19 14:55:51,,,True
37430944,[VSAC Bulk-Import test] Anticoagulant Therapy,[VSAC Bulk-Import test] Anticoagulant Therapy (v1),RP-4A9E,EXTERNAL VSAC,,2022-01-19T19:55:51.397Z,,True,1,Exported from VSAC and bulk imported to N3C.,Clinical Focus: The purpose of this value set is to represent concepts for medications prescribed at hospital discharge for anticoagulant therapy for patients following acute ischemic stroke.; Data Element Scope: This value set may use a model element related to Medication.; Inclusion Criteria: Includes concepts that represent a medication for oral and injectable drug forms of anticoagulants.,Exclusion Criteria: Excludes concepts that represent enoxaparin and heparin generally given for VTE prophylaxis.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,Steward: The Joint Commission; OID: 2.16.840.1.113883.3.117.1.7.1.200; Code System(s): RXNORM; Definition Type: Extensional; Definition Version: Latest; Accessed: 2022-01-19 14:55:51,,,True
832331922,[VSAC Bulk-Import test] Antithrombotic Therapy_Anticoagulant,[VSAC Bulk-Import test] Antithrombotic Therapy_Anticoagulant (v1),RP-4A9E,EXTERNAL VSAC,,2022-01-19T19:55:51.397Z,,True,1,Exported from VSAC and bulk imported to N3C.,"Clinical Focus: The purpose of this value set is to represent concepts of medications that are anticoagulant medications used to reduce stroke mortality and morbidity.; Data Element Scope: This value set may use a model element related to Medication.; Inclusion Criteria: Includes concepts that represent a medication that is an antithrombotic medication, including oral, rectal, and injectable dose forms.",Exclusion Criteria: Excludes concepts that represent enoxaparin and heparin generally given for VTE prophylaxis.,,Initial version.,Under Construction,,,a39723f3-dc9c-48ce-90ff-06891c29114f,Steward: The Joint Commission; OID: 2.16.840.1.113883.3.117.1.7.1.201; Code System(s): RXNORM; Definition Type: Extensional; Definition Version: Latest; Accessed: 2022-01-19 14:55:51,,,True
